1661871145016,1661871145033,S,19841.53000000,0.01051000,I
1661871145016,1661871145033,S,19841.34000000,0.01453000,I
1661871145016,1661871145033,S,19841.20000000,0.09468000,I
1661871145016,1661871145033,B,19844.02000000,0.02979000,I
1661871145021,1661871145033,B,19844.02000000,0.01042000,I
1661871145043,1661871145047,S,19841.63000000,0.05063000,I
1661871145049,1661871145054,S,19841.63000000,0.00676000,I
1661871145049,1661871145054,S,19841.50000000,0.01466000,I
1661871145059,1661871145061,B,19844.00000000,0.02500000,I
1661871145059,1661871145062,B,19844.01000000,0.00479000,I
1661871145046,1661871145070,B,2757168,0.01,F
1661871145046,1661871145070,B,2757171,0.018,F
1661871145046,1661871145070,B,2757171,0.01,F
1661871145046,1661871145070,B,2757181,0.01,F
1661871145046,1661871145070,B,2757182,0.452,F
1661871145096,1661871145099,S,19842.93000000,0.00931000,I
1661871145105,1661871145108,S,19842.93000000,0.00584000,I
1661871145109,1661871145113,S,19842.94000000,0.00063000,I
1661871145109,1661871145113,S,19842.94000000,0.00234000,I
1661871145046,1661871145117,S,2756617,0.01,F
1661871145115,1661871145117,S,19843.01000000,0.00100000,I
1661871145115,1661871145120,S,19842.92000000,0.00081000,I
1661871145118,1661871145122,S,19842.92000000,0.00850000,I
1661871145158,1661871145161,S,19843.85000000,0.02066000,I
1661871145188,1661871145191,B,19843.83000000,0.00060000,I
1661871145197,1661871145201,S,19842.67000000,0.00052000,I
1661871145197,1661871145202,S,19841.65000000,0.02013000,I
1661871145189,1661871145224,S,19832,0.1063,T
1661871145189,1661871145224,S,19832,0.1748,T
1661871145189,1661871145224,S,19832,0.02,T
1661871145189,1661871145224,S,19832,0.05,T
1661871145189,1661871145224,S,19832,0.15,T
1661871145189,1661871145224,S,19832,0.119,T
1661871145189,1661871145224,S,19832,1,T
1661871145189,1661871145224,S,19832,0.504,T
1661871145189,1661871145224,S,19831,0.351,T
1661871145189,1661871145224,S,19831,0.5299,T
1661871145189,1661871145224,S,19831,0.001,T
1661871145189,1661871145224,S,19831,0.0512,T
1661871145304,1661871145308,S,19841.66000000,0.04021000,I
1661871145304,1661871145308,S,19841.66000000,0.00063000,I
1661871145325,1661871145326,S,19841.67000000,0.00719000,I
1661871145332,1661871145335,S,19841.67000000,0.00245000,I
1661871145303,1661871145343,S,2756617,0.01,F
1661871145360,1661871145363,S,19841.67000000,0.01148000,I
1661871145000,1661871145394,S,19837.5,4000,Y
1661871145000,1661871145394,S,19837.5,1,Y
1661871145000,1661871145394,S,19837.5,5997,Y
1661871145000,1661871145394,B,19838,3,Y
1661871145431,1661871145436,S,19841.68000000,0.00240000,I
1661871145432,1661871145438,S,19841.68000000,0.00487000,I
1661871145434,1661871145440,S,19841.68000000,0.01415000,I
1661871145434,1661871145441,S,19841.63000000,0.00574000,I
1661871145434,1661871145441,S,19841.62000000,0.00517000,I
1661871145444,1661871145448,S,19842.08000000,0.01008000,I
1661871145446,1661871145452,S,19841.67000000,0.00053000,I
1661871145446,1661871145454,S,19841.62000000,0.01989000,I
1661871145446,1661871145454,S,19841.23000000,0.06812000,I
1661871145446,1661871145454,S,19841.22000000,0.00245000,I
1661871145446,1661871145454,S,19841.22000000,0.01077000,I
1661871145446,1661871145455,S,19841.21000000,0.12364000,I
1661871145446,1661871145455,S,19841.21000000,0.18494000,I
1661871145446,1661871145455,S,19841.19000000,0.01644000,I
1661871145446,1661871145455,S,19841.18000000,0.00150000,I
1661871145462,1661871145466,S,19841.00000000,0.01000000,I
1661871145472,1661871145474,B,19841.01000000,0.04998000,I
1661871145494,1661871145498,S,19841.51000000,0.00104000,I
1661871145494,1661871145501,S,19840.96000000,0.01156000,I
1661871145495,1661871145501,S,19840.96000000,0.00104000,I
1661871145495,1661871145501,S,19840.71000000,0.01000000,I
1661871145495,1661871145502,S,19840.70000000,0.03375000,I
1661871145495,1661871145502,S,19840.60000000,0.03925000,I
1661871145495,1661871145502,S,19840.56000000,0.04376000,I
1661871145548,1661871145550,S,19841.61000000,0.00142000,I
1661871145557,1661871145561,B,19842.50000000,0.02500000,I
1661871145557,1661871145562,B,19842.50000000,0.04021000,I
1661871145557,1661871145562,B,19842.51000000,0.00479000,I
1661871145000,1661871145592,B,19838,17,Y
1661871145612,1661871145616,B,19842.47000000,0.00100000,I
1661871145613,1661871145619,B,19842.51000000,0.02500000,I
1661871145614,1661871145619,B,19842.38000000,0.02600000,I
1661871145614,1661871145620,B,19842.38000000,0.02125000,I
1661871145620,1661871145622,B,19842.48000000,0.00100000,I
1661871145620,1661871145623,B,19842.62000000,0.02100000,I
1661871145627,1661871145628,B,19842.46000000,0.00200000,I
1661871145627,1661871145631,B,19842.62000000,0.01900000,I
1661871145630,1661871145633,B,19842.69000000,0.02700000,I
1661871145631,1661871145635,B,19842.69000000,0.00300000,I
1661871145635,1661871145639,S,19842.61000000,0.10000000,I
1661871145639,1661871145641,B,19842.79000000,0.00200000,I
1661871145665,1661871145668,S,19842.49000000,0.04021000,I
1661871145686,1661871145690,B,19841.32000000,0.04998000,I
1661871145692,1661871145694,S,19841.34000000,0.00487000,I
1661871145704,1661871145709,S,19841.35000000,0.00487000,I
1661871145704,1661871145710,S,19841.35000000,0.02013000,I
1661871145715,1661871145718,S,19841.32000000,0.00487000,I
1661871145721,1661871145725,S,19841.32000000,0.02920000,I
1661871145728,1661871145731,S,19841.32000000,0.00359000,I
1661871145735,1661871145738,S,19841.31000000,0.00487000,I
1661871145744,1661871145746,S,19841.02000000,0.00110000,I
1661871145755,1661871145758,S,19841.11000000,0.00246000,I
1661871145728,1661871145763,S,2756565,0.01,F
1661871145767,1661871145770,S,19841.11000000,0.08279000,I
1661871145775,1661871145779,S,19840.98000000,0.00123000,I
1661871145775,1661871145779,S,19840.98000000,0.00123000,I
1661871145781,1661871145784,S,19840.97000000,0.00287000,I
1661871145000,1661871145789,B,19838,6247,Y
1661871145000,1661871145789,B,19838,4015,Y
1661871145000,1661871145789,B,19838,72306,Y
1661871145000,1661871145789,B,19838,15,Y
1661871145795,1661871145798,S,19840.56000000,0.00245000,I
1661871145848,1661871145868,B,19832,0.0386,T
1661871145943,1661871145947,B,19841.70000000,0.00150000,I
1661871145943,1661871145948,B,19841.71000000,0.00098000,I
1661871145996,1661871146000,B,19840.94000000,0.04998000,I
1661871146004,1661871146008,B,19841.71000000,0.00154000,I
1661871146004,1661871146009,B,19841.73000000,0.00106000,I
1661871146008,1661871146011,B,19841.70000000,0.04021000,I
1661871146014,1661871146017,S,19840.94000000,0.04052000,I
1661871146030,1661871146033,S,19840.95000000,0.01071000,I
1661871146038,1661871146045,B,19842.46000000,0.02500000,I
1661871146038,1661871146046,B,19842.58000000,0.00052000,I
1661871146038,1661871146046,B,19842.68000000,0.00110000,I
1661871146038,1661871146046,B,19843.37000000,0.00123000,I
1661871146038,1661871146046,B,19843.62000000,0.00122000,I
1661871146038,1661871146046,B,19843.62000000,0.02090000,I
1661871146035,1661871146065,B,19832,0.08,T
